"ivwFoodInspectionHistoryKey","foodFacilityName","latitudeCrd","longitudeCrd","ownerName","facilityAddressText","foodFacilityType","inspectingOfficerName","inspectionType","inspectionDate","inspectionStartTime","inspectionEndTime","inspectionElapsedHours","followupRequired","nextInspectionDate","facilityPersonnelName","facilityPersonnelType","managerCertificateNbr","managerCertificateExpirationDate","criticalViolationCnt","nonCriticalViolationCnt","inspectionCommentText"
"1578","M Slavin & Sons Seafood(INACTIVE)","38.84450755","-77.07840546","M Slavin & Sons Ltd Of Virginia Inc","2710 S Glebe Rd, Arlington VA 22206","","","","","","","","","","","","","","","",""
"1579","Extreme Blendz (Gold's Gym)(Inactive)","38.87972717","-77.1065618","Robby's Health Juice Bar Inc","3910 Wilson Blvd, Arlington VA 22203","","","","","","","","","","","","","","","",""
"1580","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Joseph Gossman","Routine","2013-02-07T00:00:00","14:45","16:20","1.6","No","2013-04-01T00:00:00","Jaruwan Punkruen","Certified Manager","f.99450","2015-12-15T00:00:00","0","16",""
"1581","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Muhammad Tauseef Ahmad","Risk Factor","2013-07-09T00:00:00","12:30","14:00","1.5","No","2013-07-17T00:00:00","Jaruwan Punkruen","Certified Manager","F-103516","2017-06-14T00:00:00","0","4","1.  Dead nymphal roaches seen on kitchen handwashing sink.2.  Low-temp warewashing machine:  OK.3.  Cold water was turned off on kitchen hand sink - (corrected).4.  Do not store knives and choppers in between the refrigerators.5.  ""Frigidaire"" che"
"1582","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Joseph Gossman","Risk Factor","2013-11-14T00:00:00","14:54","16:10","1.3","No","2013-09-27T00:00:00","Mayurachat Keawkure","Certified Manager","F-103516","2017-06-14T00:00:00","","","Packaged food items were observed stored beneath sewer lines in basement. CFM made notification during inspection that these items would be relocated."
"1583","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Joseph Gossman","Routine","2014-03-14T00:00:00","12:30","14:25","1.9","No","2014-02-03T00:00:00","Mayurachat Keawkure","Certified Manager","F-103516","2017-06-14T00:00:00","0","14",""
"1584","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Candice Levenberry","Risk Factor","2014-07-16T00:00:00","13:00","14:30","1.5","No","2014-06-02T00:00:00","Mayurachat Keawkure","Certified Manager","F-96227","2015-07-22T00:00:00","0","4","Do not partially cook chicken and shrimp without a written procedure."
"1585","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Bryant Wooden","Risk Factor","2014-11-25T00:00:00","13:45","15:15","1.5","Yes","2014-10-06T00:00:00","Tee Saelim","Certified Manager","F-114320","2019-09-21T00:00:00","0","4","Mouse droppings observed around the dishwashing area.  No stem thermometer observed available for measuring cooking temperatures.  Floor/wall surfaces throughout kitchen and under equipment in need of cleaning.  Cook-line vents in need of cleaning."
"1586","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Bryant Wooden","Follow-up","2014-12-15T00:00:00","14:30","15:15","0.75","Yes","2014-10-06T00:00:00","Mayurachat Keawkure","Certified Manager","F-103516","2017-06-14T00:00:00","0","2","Do not store TCS food product in the M3 2-door prep unit until it has been repaired and/or replaced.  Cold holding equipment must maintain proper temperature of 41 F or below.  Discontinue partial cooking of raw animal food, unless a written procedu"
"1587","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Bryant Wooden","Follow-up","2014-12-30T00:00:00","11:10","11:35","0.42","No","2014-10-06T00:00:00","Tee Saelim","Certified Manager","F-114320","2019-09-21T00:00:00","0","0","Today, a follow-up inspection was conducted for the (NOV) Notice of Violation issued on 12/15/2014.  Substantial compliance observed.  The non-continuous cooking of raw animal foods has been ceased by the manager, and the M3 2-door prep unit was obs"
"1588","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Bryant Wooden","Routine","2015-03-19T00:00:00","14:10","15:15","1.08","No","2015-03-26T00:00:00","Tee Saelim","Certified Manager","F-114320","2019-09-21T00:00:00","0","13","Clean and organize the facility.  Chlorine sanitizer in the dishmachine checked using the provided test strips (50 - 100 ppm)."
"1589","Thai Curry","38.87423379","-77.10522934","Green Foods, Inc.","307 N Glebe Rd, Arlington VA 22203","Full Service Restaurant","Bryant Wooden","Risk Factor","2015-07-23T00:00:00","11:00","12:30","1.5","No","2015-07-20T00:00:00","Tee Saelim","Certified Manager","F-114320","2019-09-21T00:00:00","0","1","Cook-line vents observed in need of cleaning.  The faucet at the 3-compartment sink was observed leaking.  Chlorine sanitizer concentration in the dishmachine checked using the provided test strips (50 -100 ppm)."
"1590","Ginger Beef Carry Out (INACTIVE)","38.85690684","-77.10933124","Ginger Beef, Inc.","4815 Columbia Pike, Arlington VA 22204","","","","","","","","","","","","","","","",""
"1591","High Noon (INACTIVE)","0.0","0.0","High Noon Holdings LLC","1100 Wilson Blvd #LM635, Arlington VA 22209","","","","","","","","","","","","","","","",""
"1592","Crowne Plaza Hotel Starbucks Coffee Shop","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Julia Balsley","Routine","2013-03-12T00:00:00","10:20","11:20","1.0","No","2013-02-05T00:00:00","Naraporn Sangthong","Certified Manager","F-91420","2014-07-20T00:00:00","0","3",""
"1593","Crowne Plaza Hotel Starbucks Coffee Shop","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Julia Balsley","Routine","2014-02-07T00:00:00","10:00","11:00","1.0","No","2013-08-29T00:00:00","Naraporn Sangthong","Certified Manager","F-91420","2014-07-20T00:00:00","0","1",""
"1594","Crowne Plaza Hotel Starbucks Coffee Shop","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Bryant Wooden","Routine","2015-02-03T00:00:00","14:40","15:50","1.17","No","2014-08-08T00:00:00","Naraporn Sangthong","Certified Manager","F-113173","2019-07-19T00:00:00","0","0","Always cold hold TCS food product at 41 F or below.  Check internal food temperatures using an appropriate stem thermometer."
"1595","Hilton Garden Inn-Great American Grill (INACTIVE)","38.88890919","-77.08334647","Northridge Capital LLC","1333 N Courthouse Rd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"1596","Saran Foods Restaurant(Inactive)","38.89663809","-77.13230641","Hazrah, Inc.","5151 Lee Hwy, Arlington VA 22207","","","","","","","","","","","","","","","",""
"1597","AMC Theatres Courthouse Plaza 8","38.89014718","-77.08520853","American Multi-Cinema, Inc.","2150 Clarendon Blvd, Arlington VA 22201","Other Food Service","Muhammad Tauseef Ahmad","Routine","2013-07-26T00:00:00","15:10","16:30","1.3","No","2012-12-27T00:00:00","Messelu Weysa","","L-25434","2013-05-19T00:00:00","0","8",""
"1598","AMC Theatres Courthouse Plaza 8","38.89014718","-77.08520853","American Multi-Cinema, Inc.","2150 Clarendon Blvd, Arlington VA 22201","Other Food Service","Muhammad Tauseef Ahmad","Routine","2014-07-07T00:00:00","14:45","16:30","1.8","Yes","2014-01-13T00:00:00","Jeremy Thurman","","","","0","14","A Notice of Violations (NOV) will be issued for ""repeat CFM"" and other violations and will be sent via USPS Certified Mail.  A follow-up inspection will be conducted on or after Thursday, August 07, 2014 to see compliance."
"1599","AMC Theatres Courthouse Plaza 8","38.89014718","-77.08520853","American Multi-Cinema, Inc.","2150 Clarendon Blvd, Arlington VA 22201","Other Food Service","Muhammad Tauseef Ahmad","Follow-up","2014-08-11T00:00:00","14:00","15:15","1.3","Yes","2014-01-13T00:00:00","Richard ClarkeCtft # EZ20536","","","","0","7",""
"1600","AMC Theatres Courthouse Plaza 8","38.89014718","-77.08520853","American Multi-Cinema, Inc.","2150 Clarendon Blvd, Arlington VA 22201","Other Food Service","Muhammad Tauseef Ahmad","Routine","2015-01-26T00:00:00","14:30","16:15","1.75","No","2015-01-05T00:00:00","Donte Wade","Certified Manager","F-113496","2019-08-11T00:00:00","0","12",""
"1601","AMC Theatres Courthouse Plaza 8","38.89014718","-77.08520853","American Multi-Cinema, Inc.","2150 Clarendon Blvd, Arlington VA 22201","Other Food Service","Muhammad Tauseef Ahmad","Risk Factor","2015-07-07T00:00:00","14:00","15:45","1.75","No","2016-01-26T00:00:00","Azam Khan","Certified Manager","L-27183","2018-02-27T00:00:00","0","4","1.  No sanitizer strips.2.  Mop left in the water.3.  No sanitizer was available by 3-compartment sink (corrected).4.  Light intensity is below 10 foot candles in the dry storage area.5.  Dust observed accumulated on paper towel dispensers and che"
"1602","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Julia Balsley","Risk Factor","2012-12-10T00:00:00","10:25","12:00","1.6","No","2013-01-21T00:00:00","Gary Shieh","Certified Manager","F-97443","2015-05-18T00:00:00","0","7",""
"1603","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Santos Ayala","Routine","2013-04-16T00:00:00","14:00","15:45","1.8","No","2013-05-20T00:00:00","Jing W Munoz","Certified Manager","F-97443","2015-05-18T00:00:00","0","5",""
"1604","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Candice Levenberry","Risk Factor","2013-08-07T00:00:00","12:00","13:30","1.5","No","2013-07-05T00:00:00","Jing W Munoz","Certified Manager","F-97405","2015-05-20T00:00:00","0","4","Store raw meats below ready to eat food and vegetables. The shelving throughout the establishment is in need of cleaning."
"1605","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Santos Ayala","Risk Factor","2013-12-17T00:00:00","12:40","13:45","1.1","No","2013-10-28T00:00:00","Gary Shich","Certified Manager","F-97405","2015-05-20T00:00:00","0","2","A few mice droppings were observed around the water heater."
"1606","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Joseph Gossman","Routine","2014-09-08T00:00:00","13:30","15:30","2.0","No","2014-03-07T00:00:00","Gary Shich","Certified Manager","F106637","2018-01-02T00:00:00","0","10",""
"1607","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Julia Balsley","Risk Factor","2014-12-16T00:00:00","14:45","16:25","1.67","No","2014-12-08T00:00:00","Hua Zheng","Certified Manager","F-106637","2018-01-02T00:00:00","0","12",""
"1608","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Santos Ayala","Risk Factor Assessme","2011-08-31T00:00:00","13:00","14:45","1.8","No","2011-05-16T00:00:00","Gary Shieh","Certified Manager","F-97443","2015-05-18T00:00:00","0","4",""
"1609","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Full Service Restaurant","Santos Ayala","Routine","2015-04-21T00:00:00","13:30","15:45","2.25","No","2015-03-17T00:00:00","Hua Zheng","Certified Manager","F-106637","2018-01-02T00:00:00","0","14",""
"1610","Mrs. Chen's Kitchen","38.86217627","-77.08933832","C & N Food, Corp.","3101 Columbia Pike, Arlington VA 22204","Fast Food Restaurant","Santos Ayala","Risk Factor","2015-08-24T00:00:00","13:00","15:00","2.0","No","2015-08-20T00:00:00","","","F-106637","2018-01-02T00:00:00","0","5","Mouse droppings were observed in the dry storage room. The walk-in walls are rusted and the dry storage room walls are dirty with food splash."
"1611","Teenage Parenting Programs(INACTIVE)","38.8896976","-77.10497607","Arlington County Public Schools","1439 N Quincy St, Arlington VA 22207","","","","","","","","","","","","","","","",""
"1612","Marriott Key Bridge J.W.'s Steakhouse(INACTIVE)","38.8997313","-77.07297475","Marriott International as Agent for Chesapeake Ho","1401 Lee Hwy, Arlington VA 22209","","","","","","","","","","","","","","","",""
"1613","Dominion Hills Grocery & Deli (Inactive)","38.87389842","-77.14052061","Myung Suk Suh","6035 Wilson Blvd, Arlington VA 22205","","","","","","","","","","","","","","","",""
"1614","Mother's Macaroons Bakery(INACTIVE)","38.89674948","-77.13880849","Mother's Macaroons Bakery, L.L.C.","2442 N Harrison St, Arlington VA 22207","","","","","","","","","","","","","","","",""
"1615","Cafe Jenna (INACTIVE)","0.0","0.0","Cafe Jenna LLC","1642-A Crystal Square Arcade, Arlington VA 22202","","","","","","","","","","","","","","","",""
"1616","Our Savior Lutheran Church & School(Inactive)","38.860487","-77.1042362","Our Savior Lutheran Church & School","825 S Taylor St, Arlington VA 22204","","","","","","","","","","","","","","","",""
"1617","Good Humor #140(INACTIVE)","0.0","0.0","Salou Kaba","Columbia Pike & Four Mile Run Dr, Arlington VA 22201","","","","","","","","","","","","","","","",""
"1618","Atami Japanese Restaurant(INACTIVE)","0.0","0.0","T T Super Sushi Inc","3155 Wilson Blvd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"1619","Crisp & Juicy","38.89842421","-77.11924002","Asado, Inc.","4540 Lee Hwy, Arlington VA 22207","Full Service Restaurant","Santos Ayala","Routine","2013-03-05T00:00:00","15:00","16:15","1.3","No","2013-01-08T00:00:00","Edwin De Jesus Cerritos","Certified Manager","F-101282","2016-11-14T00:00:00","0","8",""
"1620","Crisp & Juicy","38.89842421","-77.11924002","Asado, Inc.","4540 Lee Hwy, Arlington VA 22207","Full Service Restaurant","Muhammad Tauseef Ahmad","Risk Factor","2013-12-19T00:00:00","12:30","14:00","1.5","No","2013-05-24T00:00:00","Fernando Villaguana","Certified Manager","F-100988","2014-08-08T00:00:00","0","2","COOLING METHODS FOR COOKED FOODS:Cooked potentially hazardous food (time/temperature control for safety food) shall be cooled: (1) Within 2 hours from 57ºC (135ºF) to 21ºC (70ºF); and (2) Within a total of 6 hours from 57ºC (135ºF) to 5ºC (41ºF) or"
"1621","Crisp & Juicy","38.89842421","-77.11924002","Asado, Inc.","4540 Lee Hwy, Arlington VA 22207","Full Service Restaurant","Bryant Wooden","Risk Factor","2014-09-17T00:00:00","11:45","13:20","1.6","Yes","2014-03-10T00:00:00","Edwin De Jesus Cerritos","Certified Manager","F-100988","2014-08-08T00:00:00","0","4","Small container of shredded chicken in the 1-door counter top cook-line refrigerator measured 48 F.  According to the manager the product had just been shredded within approximately 1 hour.  Product must cool back to 41 F within 4 hours from start o"
"1622","Crisp & Juicy","38.89842421","-77.11924002","Asado, Inc.","4540 Lee Hwy, Arlington VA 22207","Full Service Restaurant","Bryant Wooden","Follow-up","2014-10-03T00:00:00","11:35","11:45","0.2","No","2014-03-10T00:00:00","Rudy Fernando Duque Villagram","Certified Manager","F-114067","2016-11-14T00:00:00","0","0","Northern VA Certified Food Manager observed on duty during the follow-up inspection.  Two other employees have recently taken the Certified Food Manager Course and are awaiting the results."
